cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL,base_battery,profile_type
48,1.8255068392351057,,31.743817432616783,1.9206832078060492,,0.9948589409696458,304,B0005_E08,False,B0005,Eco
49,1.8250993104367157,,25.202597948209014,0.177437419599156,,0.9946711202203862,303,B0005_E08,False,B0005,Eco
50,1.824727736584799,,31.00499780171259,1.747608693547714,,0.9945323866489294,302,B0005_E08,False,B0005,Eco
51,1.8252006162500325,,25.944275148112983,0.3498691451841611,,0.994660070638497,301,B0005_E08,False,B0005,Eco
52,1.8255062741527144,,30.337702952700095,1.578385916974259,,0.9948388508824704,300,B0005_E08,False,B0005,Eco
53,1.82076233148093,,26.470541184878012,0.5234243027258525,,0.9924142075541748,299,B0005_E08,False,B0005,Eco
54,1.815088366414768,,29.59289258453545,1.4100691285866624,,0.989357443888376,298,B0005_E08,False,B0005,Eco
55,1.813438390153725,,26.88370096399688,0.693036251814981,,0.988578438911469,297,B0005_E08,False,B0005,Eco
56,1.8137995947706536,,28.84420191621965,1.237613970516872,,0.9887262715564414,296,B0005_E08,False,B0005,Eco
57,1.8139176670505237,,27.441576889426933,0.8669558521541917,,0.9886826142685128,295,B0005_E08,False,B0005,Eco
58,1.8137645874899928,,28.188609877003262,1.0671647116060827,,0.9883951857865462,294,B0005_E08,False,B0005,Eco
59,1.8101204138188227,,28.15764707151455,1.038959978349393,,0.986945777687108,293,B0005_E08,False,B0005,Eco
60,1.805334689055478,,27.631924756713495,0.8915857326906724,,0.9840959270503954,292,B0005_E08,False,B0005,Eco
61,1.8025569625759432,,28.707658670999677,1.2054941264294456,,0.9826252608582854,291,B0005_E08,False,B0005,Eco
62,1.802894351383853,,26.93427884293504,0.7187877123273275,,0.982981841034262,290,B0005_E08,False,B0005,Eco
63,1.8088112032962984,,29.4976815674908,1.3738499609491788,,0.9857922314529904,289,B0005_E08,False,B0005,Eco
64,1.823375439611565,,24.573206510626548,-0.0030626047709377,,0.994026309143022,288,B0005_E08,False,B0005,Eco
65,1.8382548428920653,,25.76122994548444,0.4624266254929878,,1.0022524833298108,287,B0005_E08,False,B0005,Eco
66,1.8495155024189585,,30.538111641676416,1.6344662290532903,,1.00783173802917,286,B0005_E08,False,B0005,Eco
67,1.839527730987311,,25.380109586296413,0.2931002816860543,,1.002438776231825,285,B0005_E08,False,B0005,Eco
68,1.8297408848213632,,31.276395173654056,1.806019575231378,,0.9970741063032889,284,B0005_E08,False,B0005,Eco
69,1.8246905117795973,,24.581469331326616,0.1213972987110142,,0.994221540187731,283,B0005_E08,False,B0005,Eco
70,1.819518417508187,,31.781144983657935,1.977723402295064,,0.991394768518596,282,B0005_E08,False,B0005,Eco
71,1.814517473259792,,23.88756792190137,0.0544681758591747,,0.9885363434624708,281,B0005_E08,False,B0005,Eco
72,1.8096578934030272,,30.973580812561163,1.87742791336588,,0.9858389097397436,280,B0005_E08,False,B0005,Eco
73,1.8071421728926975,,24.460129621145654,0.2263818591996527,,0.9845058715961658,279,B0005_E08,False,B0005,Eco
74,1.805030412399775,,30.15173085149208,1.7040225140333924,,0.9834179802338388,278,B0005_E08,False,B0005,Eco
75,1.8025002298066195,,25.374320608560577,0.396568770579913,,0.9820557572491296,277,B0005_E08,False,B0005,Eco
76,1.7997147319149789,,30.062120566553048,1.5336780053245305,,0.980743786636574,276,B0005_E08,False,B0005,Eco
77,1.7948386463535746,,26.104514551015004,0.5681831951444714,,0.9782727812443792,275,B0005_E08,False,B0005,Eco
78,1.7901793430318518,,29.123072177408332,1.361043116715266,,0.9751862924089424,274,B0005_E08,False,B0005,Eco
79,1.7868893635725192,,26.55204859677405,0.7372638925724738,,0.9731789482671628,273,B0005_E08,False,B0005,Eco
80,1.7845639649823797,,28.264855822028615,1.1891814029064058,,0.97183732323716,272,B0005_E08,False,B0005,Eco
81,1.7806226335785291,,27.02352530995977,0.9079243887466556,,0.9698191837620308,271,B0005_E08,False,B0005,Eco
82,1.775884004629675,,27.378543793675963,1.0164793422017615,,0.9672612331797248,270,B0005_E08,False,B0005,Eco
83,1.7732982596569955,,27.6729117788458,1.0807570505864723,,0.9660779035566942,269,B0005_E08,False,B0005,Eco
84,1.7736448326958223,,26.85622219341102,0.8476299916597603,,0.9661205871999456,268,B0005_E08,False,B0005,Eco
85,1.772430073618951,,28.73716028966532,1.2512085912209892,,0.9657219714102636,267,B0005_E08,False,B0005,Eco
86,1.7695458585598502,,26.73001441861194,0.6751418285828207,,0.9641037553797402,266,B0005_E08,False,B0005,Eco
87,1.767203436392481,,29.805713242695894,1.4270683882577746,,0.9629007416973708,265,B0005_E08,False,B0005,Eco
88,1.764462219846472,,26.296007060589975,0.5079808300404276,,0.9613727827631088,264,B0005_E08,False,B0005,Eco
89,1.7630012781899442,,30.633020960652967,1.5977982939828843,,0.9605331723090716,263,B0005_E08,False,B0005,Eco
90,1.7657562612188773,,25.35048312594756,0.3371743481904485,,0.9620217513664238,262,B0005_E08,False,B0005,Eco
91,1.7673988025148135,,30.819980768231527,1.7741321109043495,,0.962839274493276,261,B0005_E08,False,B0005,Eco
92,1.7649378694338334,,24.46294099015543,0.1691470806639152,,0.9615431946758554,260,B0005_E08,False,B0005,Eco
93,1.7623533200079755,,31.381959450322057,1.9408484991043873,,0.9603059600508111,259,B0005_E08,False,B0005,Eco
94,1.7575817967002278,,23.46615316021092,0.0164029156633443,,0.9573921396974052,258,B0005_E08,False,B0005,Eco
95,1.7522805674880622,,31.048674994657823,1.9201072921514168,,0.9546336877018614,257,B0005_E08,False,B0005,Eco
96,1.7475216250310996,,24.01547364853541,0.1851903993274795,,0.9520959433384922,256,B0005_E08,False,B0005,Eco
97,1.742338223868209,,30.200318245844485,1.7460051208124054,,0.949514013434186,255,B0005_E08,False,B0005,Eco
98,1.739591641621664,,24.658534339023987,0.3571991668702862,,0.9478985322850096,254,B0005_E08,False,B0005,Eco
99,1.736959363216535,,29.59041024981447,1.5758424177103774,,0.9464908121322966,253,B0005_E08,False,B0005,Eco
100,1.757243038912372,,25.947994069186123,0.5296633419495075,,0.9443554603037468,252,B0005_E08,False,B0005,Eco
101,1.7854629216645732,,31.110455230491993,1.4036910643683302,,0.9421438264358538,251,B0005_E08,False,B0005,Eco
102,1.790797186968531,,28.772087257227437,0.7012403681554289,,0.9415486629492504,250,B0005_E08,False,B0005,Eco
103,1.7854714783222836,,30.48290893221237,1.2331818441241085,,0.9401178119639656,249,B0005_E08,False,B0005,Eco
104,1.778893783348078,,28.6325412680804,0.873519617017323,,0.942481270590859,248,B0005_E08,False,B0005,Eco
105,1.7711519336778672,,29.01126025253228,1.0595844015482203,,0.9438987913621744,247,B0005_E08,False,B0005,Eco
106,1.765422850168915,,28.69976158867906,1.0417326199488803,,0.9464880017412372,246,B0005_E08,False,B0005,Eco
107,1.760679031150236,,27.902282296491375,0.8874200962012951,,0.949688419653224,245,B0005_E08,False,B0005,Eco
108,1.7557685597422623,,29.00069704211483,1.215066805643939,,0.9562772143423216,244,B0005_E08,False,B0005,Eco
109,1.7513468298409054,,26.897277147459025,0.7186047076865199,,0.9538383541113094,243,B0005_E08,False,B0005,Eco
110,1.7466724461887946,,29.480813346908597,1.3850669524353336,,0.9514810953463044,242,B0005_E08,False,B0005,Eco
111,1.7443505180844494,,26.218791128619017,0.543637701514215,,0.9500023101421388,241,B0005_E08,False,B0005,Eco
112,1.7419050400940466,,30.306674738220995,1.5559153901899485,,0.9486236611431328,240,B0005_E08,False,B0005,Eco
113,1.7391334753204015,,25.865421797669423,0.3726160429219818,,0.9473472673238316,239,B0005_E08,False,B0005,Eco
114,1.736069507000668,,31.28984492905601,1.727632205500535,,0.9457991376838408,238,B0005_E08,False,B0005,Eco
115,1.7314783771970272,,24.976890945523767,0.2023385158868117,,0.9433035876815064,237,B0005_E08,False,B0005,Eco
116,1.726801505466054,,31.64809092382002,1.9012460693747424,,0.940588663143223,236,B0005_E08,False,B0005,Eco
117,1.7211240011161777,,24.19761163555998,0.0316616232645587,,0.9377691568337456,235,B0005_E08,False,B0005,Eco
118,1.7166871122173242,,31.828121591860437,1.9587766782739635,,0.9349421753064358,234,B0005_E08,False,B0005,Eco
119,1.714334474763413,,24.52114373689724,0.1494179793000464,,0.9334781858907484,233,B0005_E08,False,B0005,Eco
120,1.7115181304935596,,31.011101201986992,1.7867709185366665,,0.9319829313265722,232,B0005_E08,False,B0005,Eco
121,1.70890346150972,,25.2301030873318,0.3168481330716333,,0.9307550430897956,231,B0005_E08,False,B0005,Eco
122,1.7070662288769134,,30.534401657638902,1.6169033134975963,,0.9295031660815049,230,B0005_E08,False,B0005,Eco
123,1.7045037343773666,,26.371583742323953,0.4892343727852696,,0.9282015997476256,229,B0005_E08,False,B0005,Eco
124,1.701888992074201,,30.27595841472723,1.443153743470344,,0.9268826821005992,228,B0005_E08,False,B0005,Eco
125,1.6991918645959638,,27.02934278027561,0.6607384860887997,,0.9254072497382364,227,B0005_E08,False,B0005,Eco
126,1.6967032981407704,,29.402448700145595,1.2714942714868371,,0.9238424764749464,226,B0005_E08,False,B0005,Eco
127,1.6928804462319165,,27.58397541218438,0.8328455233219013,,0.921792192505778,225,B0005_E08,False,B0005,Eco
128,1.6878356900127902,,28.58706446480198,1.0989497208825787,,0.919256304618622,224,B0005_E08,False,B0005,Eco
129,1.6826642986817717,,28.118632260294905,1.0051270765024354,,0.916718404853938,223,B0005_E08,False,B0005,Eco
130,1.677717645583373,,27.737648053681433,0.9287358936405596,,0.913886274920094,222,B0005_E08,False,B0005,Eco
131,1.675623200954882,,28.71859920935071,1.173851606540153,,0.9122803536420416,221,B0005_E08,False,B0005,Eco
132,1.6753914611104137,,27.16610860376476,0.7541832600599878,,0.9123884324713692,220,B0005_E08,False,B0005,Eco
133,1.673571775474067,,29.70047695151801,1.3446415796582332,,0.9114186959465262,219,B0005_E08,False,B0005,Eco
134,1.6685224497388638,,26.7453253482296,0.58806340828251,,0.9086740964304084,218,B0005_E08,False,B0005,Eco
135,1.663752986044804,,30.20966757362284,1.5217668879361257,,0.9061594367655482,217,B0005_E08,False,B0005,Eco
136,1.6616521517318517,,26.015176480253057,0.4204084964622949,,0.9049752628488552,216,B0005_E08,False,B0005,Eco
137,1.6592152728082707,,31.18257627285092,1.691996218667977,,0.903773002264712,215,B0005_E08,False,B0005,Eco
138,1.657050555349462,,25.20877938479003,0.2458717929361413,,0.9022678935109462,214,B0005_E08,False,B0005,Eco
139,1.6538397663328464,,31.76301552594525,1.8608514211547211,,0.900811863841686,213,B0005_E08,False,B0005,Eco
140,1.6491895647055577,,24.361478886382184,0.0701610725364478,,0.8977151586157236,212,B0005_E08,False,B0005,Eco
141,1.643495480752469,,32.2101714306086,1.9945373425025577,,0.894979572449028,211,B0005_E08,False,B0005,Eco
142,1.6411926287970484,,24.47662712854917,0.1060599572736883,,0.8936016640363771,210,B0005_E08,False,B0005,Eco
143,1.6387356825974295,,31.57302259381232,1.823314101631787,,0.8923666195547872,209,B0005_E08,False,B0005,Eco
144,1.6357978515687828,,25.23690914388631,0.2714558369324843,,0.8910687134901426,208,B0005_E08,False,B0005,Eco
145,1.6336012282713352,,30.92380768765544,1.6466934373496955,,0.8896669622126558,207,B0005_E08,False,B0005,Eco
146,1.6310314324050246,,25.983028764112063,0.444261341456706,,0.8885710891251817,206,B0005_E08,False,B0005,Eco
147,1.6287798953808277,,30.22755769660832,1.4754940031331951,,0.8872023566713856,205,B0005_E08,False,B0005,Eco
148,1.6258211661911777,,26.657901258445985,0.6132644923139602,,0.8857650893055881,204,B0005_E08,False,B0005,Eco
149,1.623034435001405,,29.48205895515693,1.304831861463415,,0.8842453221026173,203,B0005_E08,False,B0005,Eco
150,1.6186821026964728,,27.34778828901524,0.7864895219737013,,0.8818784925561038,202,B0005_E08,False,B0005,Eco
151,1.6137334198796571,,28.80013313225164,1.1360480863109943,,0.8790828456184827,201,B0005_E08,False,B0005,Eco
152,1.6102351027551387,,28.04726465695849,0.9601461538960542,,0.8772186580311102,200,B0005_E08,False,B0005,Eco
153,1.6078638543902697,,28.055767562300648,0.9658348560250304,,0.8760000183732706,199,B0005_E08,False,B0005,Eco
154,1.605381873079072,,28.732572451965385,1.130157203143123,,0.8746566252007656,198,B0005_E08,False,B0005,Eco
155,1.6030884616716286,,27.34858974231994,0.795259668864665,,0.8733564418825451,197,B0005_E08,False,B0005,Eco
156,1.59965638316829,,29.43595811430847,1.3003540461449654,,0.8713406333346413,196,B0005_E08,False,B0005,Eco
157,1.594344570636958,,26.603874826262132,0.622748568485749,,0.86858118216948,195,B0005_E08,False,B0005,Eco
158,1.590536465202684,,30.13190269073925,1.476339892366778,,0.8661118652510703,194,B0005_E08,False,B0005,Eco
159,1.588377655477809,,25.841258095007426,0.4582427743427723,,0.8648901900025733,193,B0005_E08,False,B0005,Eco
160,1.5870226194544237,,30.793834428959,1.6496506113805294,,0.8637192023304092,192,B0005_E08,False,B0005,Eco
161,1.5863317143343532,,24.9087372017742,0.2830248067280134,,0.8635041141353829,191,B0005_E08,False,B0005,Eco
162,1.5862572240140271,,31.4498201956005,1.8188717699107728,,0.8637933905721916,190,B0005_E08,False,B0005,Eco
163,1.5909892726576829,,24.95150848539365,0.1109604763462273,,0.8666209000808578,189,B0005_E08,False,B0005,Eco
164,1.5958870030013157,,32.67299097291848,1.9915685066927744,,0.8693843546540396,188,B0005_E08,False,B0005,Eco
165,1.5857244434443192,,24.25458539167637,0.0671312862192759,,0.8639477220489926,187,B0005_E08,False,B0005,Eco
166,1.5755544769001348,,31.67306807864377,1.8648980974720963,,0.8582576568939734,186,B0005_E08,False,B0005,Eco
167,1.5697811083604034,,24.53129315857346,0.2371337538652036,,0.8555123147549898,185,B0005_E08,False,B0005,Eco
168,1.5657011148583362,,30.628548035914008,1.6951592669553075,,0.8529922387694933,184,B0005_E08,False,B0005,Eco
169,1.5627342465132057,,25.270979207312347,0.4077237555647245,,0.8515488831189774,183,B0005_E08,False,B0005,Eco
170,1.5608055476673608,,30.05334258397409,1.520876500895978,,0.8502017726767411,182,B0005_E08,False,B0005,Eco
171,1.5599612629764763,,26.33794902350404,0.5795347535996012,,0.8497299073552621,181,B0005_E08,False,B0005,Eco
172,1.559987073561877,,29.77662154920709,1.348690372618747,,0.8496588214235812,180,B0005_E08,False,B0005,Eco
173,1.5583696184241915,,27.49441259727618,0.7427421403450943,,0.8487933611879191,179,B0005_E08,False,B0005,Eco
174,1.5561394983135286,,29.387732663589727,1.1752092461493522,,0.847608234607123,178,B0005_E08,False,B0005,Eco
175,1.553130284421584,,28.23537712950435,0.9189437059142078,,0.8462008840844532,177,B0005_E08,False,B0005,Eco
176,1.5507487319852502,,28.528954397410708,1.0028636786981215,,0.8445956483839004,176,B0005_E08,False,B0005,Eco
177,1.5466520976987932,,28.81276084599786,1.091086762881292,,0.8425528573830108,175,B0005_E08,False,B0005,Eco
178,1.541835632034228,,27.599458400711196,0.8340360666504483,,0.8397161267053324,174,B0005_E08,False,B0005,Eco
179,1.5362034634339774,,29.218004585900115,1.2607219773288338,,0.8369633512392995,173,B0005_E08,False,B0005,Eco
180,1.5310256816494343,,26.598454809381614,0.662313684132634,,0.8342490434980511,172,B0005_E08,False,B0005,Eco
181,1.5278504222908371,,29.87738025416474,1.4340356566402983,,0.8324593583041099,171,B0005_E08,False,B0005,Eco
182,1.5281170305012286,,25.981698865476982,0.4911236304959912,,0.8325066338287702,170,B0005_E08,False,B0005,Eco
183,1.5279474027184377,,30.905082580387877,1.6039821977128177,,0.8323510093147782,169,B0005_E08,False,B0005,Eco
184,1.525201947888325,,25.690837437304072,0.3172315707261092,,0.8309492418581238,168,B0005_E08,False,B0005,Eco
185,1.523040834466406,,31.934479543745685,1.775901908604076,,0.8294518626626356,167,B0005_E08,False,B0005,Eco
186,1.5206168185801296,,25.05240986135768,0.1464041906199725,,0.8280446802038015,166,B0005_E08,False,B0005,Eco
187,1.5206904810285642,,32.99982179943346,2.0077517201155066,,0.828225884318191,165,B0005_E08,False,B0005,Eco
188,1.605035387012736,,32.73781946652804,2.0090833538728656,,0.8324556956455325,164,B0005_E08,False,B0005,Eco
189,1.5865563165190988,,25.169932988650334,0.1104710449927435,,0.8317650629633789,163,B0005_E08,False,B0005,Eco
190,1.5658230910200348,,32.44115432838568,1.818638459135164,,0.8366120368580944,162,B0005_E08,False,B0005,Eco
191,1.5572166683066706,,26.069651055631176,0.2830468063472791,,0.8337686449921309,161,B0005_E08,False,B0005,Eco
192,1.5492606474036192,,31.77168255574865,1.6479127003384502,,0.8359122966116042,160,B0005_E08,False,B0005,Eco
193,1.5421672069392247,,26.59842209412624,0.4556974989119743,,0.8401845723057627,159,B0005_E08,False,B0005,Eco
194,1.5344616833426428,,30.850934952324796,1.480841657221315,,0.8360755050412538,158,B0005_E08,False,B0005,Eco
195,1.5306745948764124,,27.107847810897876,0.6280398118259642,,0.8339437599189387,157,B0005_E08,False,B0005,Eco
196,1.5280573762331513,,29.927847510723247,1.3070417787263375,,0.8324998554972294,156,B0005_E08,False,B0005,Eco
197,1.5235720930121095,,27.696817594072854,0.7985848469796017,,0.8302360935818798,155,B0005_E08,False,B0005,Eco
198,1.5190784260575765,,29.147701944194072,1.1358463384251545,,0.827665985900305,154,B0005_E08,False,B0005,Eco
199,1.5153422782577108,,28.441687326666955,0.9698857510662926,,0.8258283140281757,153,B0005_E08,False,B0005,Eco
200,1.513255460673399,,28.37778366195435,0.9628745653577871,,0.8244997271040737,152,B0005_E08,False,B0005,Eco
201,1.5104227968107973,,29.152658233845695,1.1396646376811346,,0.8232439779948612,151,B0005_E08,False,B0005,Eco
202,1.5080158167394009,,27.734860592355275,0.7953578846362086,,0.8218086632775458,150,B0005_E08,False,B0005,Eco
203,1.5055649650469958,,29.976529652772612,1.3147760238864268,,0.8204774629017828,149,B0005_E08,False,B0005,Eco
204,1.5029801806450207,,26.991124298114332,0.6194924418078996,,0.8190014714072855,148,B0005_E08,False,B0005,Eco
205,1.5003617521173302,,30.697042376650742,1.48068544761615,,0.8175075408693067,147,B0005_E08,False,B0005,Eco
206,1.49520479250377,,26.260523132150347,0.4472321724271837,,0.8146647310137882,146,B0005_E08,False,B0005,Eco
207,1.4904107796359125,,31.489103726862943,1.6521276933740536,,0.8120870472449531,145,B0005_E08,False,B0005,Eco
208,1.4881290194827188,,25.54800141186529,0.2756752896726522,,0.8107573587714908,144,B0005_E08,False,B0005,Eco
209,1.4852024854620969,,32.34055146874578,1.8239317994041344,,0.8093579351795264,143,B0005_E08,False,B0005,Eco
210,1.483515053319429,,24.804445689721515,0.1057348660367811,,0.8078432088227067,142,B0005_E08,False,B0005,Eco
211,1.4804295783362849,,32.948067526979685,1.9961319416596617,,0.8064605938204819,141,B0005_E08,False,B0005,Eco
212,1.47812022737228,,24.642223057123697,0.0730893608497137,,0.8051416975927965,140,B0005_E08,False,B0005,Eco
213,1.4756060679771548,,32.36417461596196,1.8578960474968111,,0.8038253809720931,139,B0005_E08,False,B0005,Eco
214,1.4804813472899372,,25.301483681310955,0.2408838740834897,,0.8062910579085706,138,B0005_E08,False,B0005,Eco
215,1.4855490274512024,,31.71338487828039,1.686993174490701,,0.8090826136671606,137,B0005_E08,False,B0005,Eco
216,1.4901456363727843,,26.62973140177076,1.9257043864657677,,0.8116593481703386,136,B0005_E08,False,B0005,Eco
217,1.494346858499687,,31.55515016615973,1.9847662200178824,,0.8143012770608925,135,B0005_E08,False,B0005,Eco
218,1.4896618710478766,,27.502694611271487,0.5832027883078055,,0.8120770296382958,134,B0005_E08,False,B0005,Eco
219,1.4824603165559445,,30.736384803606345,1.3416250260216838,,0.8080620294722105,133,B0005_E08,False,B0005,Eco
220,1.4771138065852496,,29.288634891645064,1.9359538128808589,,0.8048528702226088,132,B0005_E08,False,B0005,Eco
221,1.4712989583701392,,30.66582821559932,1.9579416021837588,,0.8019768683772827,131,B0005_E08,False,B0005,Eco
222,1.4655011476053188,,28.682614151784623,0.9224904492882968,,0.7983922913484593,130,B0005_E08,False,B0005,Eco
223,1.4582804465407166,,28.86049939683603,0.9984016195162004,,0.7942929271415216,129,B0005_E08,False,B0005,Eco
224,1.4538086365445566,,29.2301511826531,1.0968470378467752,,0.7922059045468284,128,B0005_E08,False,B0005,Eco
225,1.45358302311793,,28.099486808358556,0.8262376603962354,,0.7923341021064196,127,B0005_E08,False,B0005,Eco
226,1.453577382802398,,30.16630234306956,1.2680981248949943,,0.7926323272707747,126,B0005_E08,False,B0005,Eco
227,1.4542463757088322,,27.64211065830236,0.6577347830810184,,0.7928930793410929,125,B0005_E08,False,B0005,Eco
228,1.453769233444184,,31.147993479227477,1.4412838694409265,,0.7923973601775537,124,B0005_E08,False,B0005,Eco
229,1.4509547182097566,,27.10447164224412,0.4872439160809321,,0.7907193469196397,123,B0005_E08,False,B0005,Eco
230,1.4475528713627697,,32.01282795251379,1.6131989342199171,,0.7889027819153411,122,B0005_E08,False,B0005,Eco
231,1.4427410199409307,,26.095609183535984,0.3174506310469741,,0.7861371944888629,121,B0005_E08,False,B0005,Eco
232,1.4384171946040678,,32.45125135094828,1.785681652843846,,0.7836508934234351,120,B0005_E08,False,B0005,Eco
233,1.4358631389031735,,25.107559618856737,0.146837602174066,,0.7823454333162326,119,B0005_E08,False,B0005,Eco
234,1.4332096507585044,,33.25870075885647,1.9568832434061192,,0.7809768799151025,118,B0005_E08,False,B0005,Eco
235,1.4335735367085771,,24.837506389628786,0.0320561134511238,,0.7810838774099981,117,B0005_E08,False,B0005,Eco
236,1.43344332871292,,33.20515566307336,1.899647702725611,,0.7811916303066496,116,B0005_E08,False,B0005,Eco
237,1.431221731568856,,25.88548948414055,0.2044521812078007,,0.7796740434474387,115,B0005_E08,False,B0005,Eco
238,1.428590253185337,,32.666233338185,1.7324390744833078,,0.7781523021001002,114,B0005_E08,False,B0005,Eco
239,1.4264574851926024,,26.607700700552662,0.3785213306605043,,0.7769344910248853,113,B0005_E08,False,B0005,Eco
240,1.4243202092585243,,31.797555996382563,1.5604195218449064,,0.7756763872389332,112,B0005_E08,False,B0005,Eco
241,1.4219792839796266,,27.157513600711333,0.5504996410558165,,0.7742982397722444,111,B0005_E08,False,B0005,Eco
242,1.4189484671954309,,30.84712473842819,1.3894722447400256,,0.7728461151181055,110,B0005_E08,False,B0005,Eco
243,1.4161465957114456,,27.701901691381774,0.7184622622179163,,0.7714701347951269,109,B0005_E08,False,B0005,Eco
244,1.4139763673622268,,29.879395933945872,1.2135922170761404,,0.7701994383537398,108,B0005_E08,False,B0005,Eco
245,1.4128896142490668,,28.53958122510895,0.8911823027828375,,0.7696785553156889,107,B0005_E08,False,B0005,Eco
246,1.412872454579453,,29.395766617625185,1.0434447628376806,,0.7698263141585849,106,B0005_E08,False,B0005,Eco
247,1.4114264838252706,,29.661548657144024,1.0612733712663345,,0.7691017247820174,105,B0005_E08,False,B0005,Eco
248,1.409520415301463,,28.97087886976855,0.8706236827050571,,0.7677855835972076,104,B0005_E08,False,B0005,Eco
249,1.4133807974187569,,30.59404464167147,1.2328525273626727,,0.7698174380539369,103,B0005_E08,False,B0005,Eco
250,1.4255346249803806,,28.115107026904177,0.7003837357127464,,0.7765313058278871,102,B0005_E08,False,B0005,Eco
251,1.4343651940804905,,31.18215095535998,1.4025834425844554,,0.7815621629113161,101,B0005_E08,False,B0005,Eco
252,1.4364095006950353,,27.536349710885897,0.5278246874756536,,0.7828585139366561,100,B0005_E08,False,B0005,Eco
253,1.4359751601806845,,32.11615831104237,1.5739796559753405,,0.7825126113811522,99,B0005_E08,False,B0005,Eco
254,1.426101882704914,,26.52723123773691,0.3576200298016161,,0.7769425568213474,98,B0005_E08,False,B0005,Eco
255,1.4164762661302748,,32.51295323845975,1.7467036543151733,,0.7718047285324237,97,B0005_E08,False,B0005,Eco
256,1.4111205838172731,,25.393882685738635,0.1878292276308349,,0.7690121625199365,96,B0005_E08,False,B0005,Eco
257,1.4064086023621485,,33.00506588827318,1.9183979479110305,,0.7662252510874724,95,B0005_E08,False,B0005,Eco
258,1.4040263104682729,,24.49364312615337,0.0172315475792981,,0.7648804458191585,94,B0005_E08,False,B0005,Eco
259,1.401295821762956,,33.158652090240274,1.9421873499664808,,0.7632247137915954,93,B0005_E08,False,B0005,Eco
260,1.3990340683994464,,25.143181725188693,0.1647732463686003,,0.7622689068163219,92,B0005_E08,False,B0005,Eco
261,1.3965100760676337,,32.240249048811215,1.76815064360403,,0.7610561822670631,91,B0005_E08,False,B0005,Eco
262,1.3938487398027752,,25.84889287786509,0.3368481079188747,,0.7596666782086668,90,B0005_E08,False,B0005,Eco
263,1.391675730875735,,31.58064017462108,1.599633065398946,,0.7581326000264205,89,B0005_E08,False,B0005,Eco
264,1.3888220294049451,,26.64793025897272,0.5088021597888384,,0.7568740187638452,88,B0005_E08,False,B0005,Eco
265,1.3871236645125984,,30.79391751280228,1.4258910436109031,,0.7555593194861594,87,B0005_E08,False,B0005,Eco
266,1.384456893148949,,27.33749698959132,0.6742084751746616,,0.7541406284979044,86,B0005_E08,False,B0005,Eco
267,1.381109009408266,,29.837036684740696,1.250839307154081,,0.7525772690251722,85,B0005_E08,False,B0005,Eco
268,1.3787650123037796,,27.95908892138468,0.8453035831477248,,0.7512364668269952,84,B0005_E08,False,B0005,Eco
269,1.376463195738029,,29.02638219232972,1.07924486578757,,0.7498192730696064,83,B0005_E08,False,B0005,Eco
270,1.3739368933867846,,28.748192834131327,1.0181347396192326,,0.7485628633004606,82,B0005_E08,False,B0005,Eco
271,1.3720245983307224,,28.248779725435146,0.912484026967378,,0.74739527819907,81,B0005_E08,False,B0005,Eco
272,1.3704726040506,,29.53103072569981,1.193818958311179,,0.7468332965411703,80,B0005_E08,False,B0005,Eco
273,1.370695395824688,,27.54891872208143,0.7407752431300338,,0.7468870778911532,79,B0005_E08,False,B0005,Eco
274,1.369710172412459,,30.364969781554183,1.3638003387230482,,0.7463539389176591,78,B0005_E08,False,B0005,Eco
275,1.3668220094987078,,26.63690282305788,0.5686162948353918,,0.744820627404873,77,B0005_E08,False,B0005,Eco
276,1.3664775180102056,,31.01193163518316,1.5302035475617273,,0.7443909953872556,76,B0005_E08,False,B0005,Eco
277,1.371822263044146,,25.92098043795117,0.3938765749085144,,0.7472191893850284,75,B0005_E08,False,B0005,Eco
278,1.376405297377254,,32.35343570244009,1.7044145031928777,,0.7498989444305001,74,B0005_E08,False,B0005,Eco
279,1.381628994699326,,25.865668494617463,0.2246073558897861,,0.7527670362760646,73,B0005_E08,False,B0005,Eco
280,1.3864338730917962,,33.21629459503388,1.8765112284660688,,0.7549474150209952,72,B0005_E08,False,B0005,Eco
281,1.3789441845643635,,24.860275987334425,0.0531519069540179,,0.7507449741218448,71,B0005_E08,False,B0005,Eco
282,1.3706134646993977,,33.66944452663461,1.9791621208084456,,0.7465427206494399,70,B0005_E08,False,B0005,Eco
283,1.368515339162672,,24.99946936965552,0.122210322914611,,0.7450869138860345,69,B0005_E08,False,B0005,Eco
284,1.3661994209000816,,32.74418234711451,1.8096556812298157,,0.7436180885856893,68,B0005_E08,False,B0005,Eco
285,1.3608762664908305,,25.511506628146645,0.2950326664453404,,0.7410417479159288,67,B0005_E08,False,B0005,Eco
286,1.3558268642252331,,31.538254045236208,1.6357584035780672,,0.7380935738164878,66,B0005_E08,False,B0005,Eco
287,1.3550283728696348,,26.434911091655827,0.4674459213840095,,0.7376797001416859,65,B0005_E08,False,B0005,Eco
288,1.3546950285460575,,31.279365825749004,1.465277741074981,,0.7377057494998727,64,B0005_E08,False,B0005,Eco
289,1.3549829330839935,,27.598116760103952,0.6372129416849303,,0.738103147034768,63,B0005_E08,False,B0005,Eco
